InvoiceNo,CustomerID,InvoiceDate,Quantity,UnitPrice,TotalPurchaseValue,ProductCategory,Country
INV001181,CUST0032,2024-06-27 01:25:00,1,23.66,23.66,Clothing,Germany
INV001530,CUST0108,2024-06-27 08:46:00,6,106.88,641.28,Beauty,Spain
INV001507,CUST0137,2024-06-27 09:00:00,1,82.97,82.97,Electronics,Germany
INV000445,CUST0020,2024-06-27 09:25:00,3,85.07,255.21,Clothing,United Kingdom
INV002438,CUST0099,2024-06-27 21:18:00,1,26.34,26.34,Beauty,France
INV000460,CUST0215,2024-06-28 06:55:00,7,125.09,875.63,Home & Kitchen,United Kingdom
INV001597,CUST0003,2024-06-28 16:22:00,2,85.02,170.04,Beauty,Spain
INV001393,CUST0029,2024-06-28 22:51:00,3,90.98,272.94,Clothing,France
INV000373,CUST0165,2024-06-29 12:05:00,1,36.5,36.5,Home & Kitchen,United Kingdom
INV002312,CUST0184,2024-06-29 12:45:00,5,178.18,890.9,Electronics,United Kingdom
INV000616,CUST0091,2024-06-29 14:43:00,1,43.91,43.91,Clothing,United Kingdom
INV000396,CUST0202,2024-06-29 14:43:00,1,35.15,35.15,Beauty,United Kingdom
INV000026,CUST0234,2024-06-30 13:25:00,6,46.49,278.94,Home & Kitchen,United Kingdom
INV002464,CUST0044,2024-06-30 14:47:00,7,86.52,605.64,Beauty,Germany
INV002144,CUST0189,2024-06-30 18:52:00,3,75.13,225.39,Clothing,Germany
INV000415,CUST0001,2024-07-01 12:54:00,2,67.18,134.36,Electronics,United Kingdom
INV002243,CUST0076,2024-07-01 21:58:00,5,96.18,480.9,Beauty,United Kingdom
INV002386,CUST0089,2024-07-01 22:03:00,3,126.89,380.67,Beauty,United Kingdom
INV001877,CUST0226,2024-07-02 02:46:00,1,30.66,30.66,Home & Kitchen,France
INV000673,CUST0160,2024-07-02 06:18:00,5,155.06,775.3,Sports,France
INV002426,CUST0060,2024-07-02 07:04:00,1,49.52,49.52,Clothing,Germany
INV001694,CUST0101,2024-07-02 08:44:00,1,44.08,44.08,Clothing,Netherlands
INV001640,CUST0004,2024-07-02 14:46:00,1,71.89,71.89,Clothing,Spain
INV000368,CUST0027,2024-07-03 05:44:00,1,52.66,52.66,Electronics,United Kingdom
INV002889,CUST0115,2024-07-04 17:12:00,2,36.6,73.2,Beauty,United Kingdom
INV002170,CUST0039,2024-07-04 19:30:00,5,171.31,856.55,Sports,France
INV001200,CUST0113,2024-07-05 00:32:00,10,246.42,2464.2,Sports,United Kingdom
INV000612,CUST0098,2024-07-05 04:16:00,3,61.53,184.59,Beauty,Netherlands
INV000805,CUST0181,2024-07-05 05:47:00,4,78.37,313.48,Home & Kitchen,Spain
INV000554,CUST0053,2024-07-05 18:49:00,7,176.75,1237.25,Home & Kitchen,United Kingdom
INV001687,CUST0120,2024-07-05 20:45:00,1,60.47,60.47,Clothing,United Kingdom
INV002564,CUST0122,2024-07-05 20:47:00,2,159.13,318.26,Electronics,France
INV000793,CUST0180,2024-07-06 01:54:00,1,57.76,57.76,Electronics,United Kingdom
INV002289,CUST0229,2024-07-06 03:38:00,1,149.17,149.17,Electronics,Spain
INV001952,CUST0172,2024-07-06 04:01:00,1,51.87,51.87,Electronics,United Kingdom
INV002815,CUST0054,2024-07-06 07:10:00,6,110.73,664.38,Beauty,United Kingdom
INV002391,CUST0077,2024-07-06 10:31:00,4,153.09,612.36,Clothing,Germany
INV000155,CUST0195,2024-07-06 15:18:00,6,40.21,241.26,Home & Kitchen,Netherlands
INV002056,CUST0123,2024-07-07 01:59:00,6,72.18,433.08,Clothing,Germany
INV002099,CUST0025,2024-07-07 02:26:00,3,106.7,320.1,Electronics,Germany
INV002654,CUST0169,2024-07-07 03:24:00,1,55.17,55.17,Home & Kitchen,United Kingdom
INV001420,CUST0244,2024-07-07 04:18:00,3,34.71,104.13,Beauty,Germany
INV001927,CUST0025,2024-07-07 10:08:00,1,93.31,93.31,Home & Kitchen,Germany
INV000820,CUST0055,2024-07-08 01:55:00,2,50.28,100.56,Clothing,Germany
INV000913,CUST0078,2024-07-08 08:36:00,2,54.86,109.72,Clothing,United Kingdom
INV001940,CUST0093,2024-07-08 15:42:00,5,153.63,768.15,Sports,United Kingdom
INV000295,CUST0030,2024-07-08 16:16:00,2,43.66,87.32,Clothing,Spain
INV001923,CUST0189,2024-07-08 18:04:00,6,84.68,508.08,Home & Kitchen,United Kingdom
INV001135,CUST0187,2024-07-08 19:52:00,2,192.12,384.24,Beauty,United Kingdom
INV001046,CUST0038,2024-07-09 01:36:00,1,47.07,47.07,Clothing,Netherlands
INV002580,CUST0060,2024-07-09 15:13:00,3,45.62,136.86,Electronics,United Kingdom
INV001774,CUST0007,2024-07-09 15:45:00,1,42.14,42.14,Clothing,Spain
INV001498,CUST0026,2024-07-09 17:57:00,5,92.86,464.3,Home & Kitchen,Spain
INV001475,CUST0215,2024-07-09 19:02:00,6,127.32,763.92,Clothing,Germany
INV000089,CUST0008,2024-07-10 03:25:00,3,121.01,363.03,Sports,Spain
INV000074,CUST0125,2024-07-11 12:00:00,1,59.53,59.53,Home & Kitchen,United Kingdom
INV001323,CUST0040,2024-07-11 12:09:00,2,79.64,159.28,Electronics,United Kingdom
INV000750,CUST0227,2024-07-11 20:09:00,8,129.14,1033.12,Clothing,United Kingdom
INV001157,CUST0199,2024-07-12 02:13:00,5,110.92,554.6,Clothing,France
INV002242,CUST0010,2024-07-12 21:27:00,11,126.82,1395.02,Electronics,Spain
INV002007,CUST0179,2024-07-12 21:54:00,10,280.39,2803.9,Clothing,Netherlands
INV002154,CUST0152,2024-07-12 22:31:00,1,23.79,23.79,Home & Kitchen,United Kingdom
INV001111,CUST0053,2024-07-13 10:21:00,6,302.84,1817.04,Electronics,Germany
INV000962,CUST0063,2024-07-13 13:29:00,2,144.99,289.98,Clothing,United Kingdom
INV001703,CUST0137,2024-07-13 22:05:00,1,56.94,56.94,Electronics,United Kingdom
INV000006,CUST0067,2024-07-14 03:03:00,1,34.78,34.78,Electronics,Spain
INV002962,CUST0117,2024-07-14 07:17:00,3,127.58,382.74,Sports,United Kingdom
INV001280,CUST0082,2024-07-14 07:27:00,1,63.7,63.7,Electronics,United Kingdom
INV000211,CUST0128,2024-07-14 08:27:00,4,143.45,573.8,Electronics,Germany
INV000116,CUST0063,2024-07-14 14:56:00,7,83.42,583.94,Electronics,United Kingdom
INV001888,CUST0157,2024-07-14 15:17:00,2,141.08,282.16,Beauty,United Kingdom
INV002841,CUST0068,2024-07-14 15:46:00,2,105.4,210.8,Sports,United Kingdom
INV002042,CUST0090,2024-07-15 05:32:00,2,90.42,180.84,Clothing,Germany
INV002370,CUST0142,2024-07-16 01:46:00,7,91.37,639.59,Sports,France
INV001562,CUST0034,2024-07-16 09:37:00,6,245.64,1473.84,Beauty,United Kingdom
INV000443,CUST0227,2024-07-16 09:55:00,7,328.46,2299.22,Sports,United Kingdom
INV000228,CUST0065,2024-07-16 20:11:00,2,109.35,218.7,Clothing,United Kingdom
INV000080,CUST0180,2024-07-16 21:08:00,2,65.33,130.66,Electronics,United Kingdom
INV002586,CUST0164,2024-07-16 22:00:00,1,63.45,63.45,Clothing,France
INV000923,CUST0040,2024-07-17 01:31:00,3,95.24,285.72,Clothing,United Kingdom
INV002926,CUST0130,2024-07-17 13:45:00,3,63.38,190.14,Electronics,Spain
INV000114,CUST0145,2024-07-17 19:31:00,4,40.96,163.84,Beauty,United Kingdom
INV002107,CUST0173,2024-07-17 20:53:00,2,87.18,174.36,Beauty,United Kingdom
INV001443,CUST0035,2024-07-18 18:36:00,4,72.01,288.04,Electronics,United Kingdom
INV001277,CUST0036,2024-07-18 20:01:00,3,71.88,215.64,Beauty,Spain
INV002857,CUST0134,2024-07-19 03:16:00,2,62.96,125.92,Sports,United Kingdom
INV002800,CUST0143,2024-07-19 14:14:00,2,66.83,133.66,Home & Kitchen,United Kingdom
INV001857,CUST0164,2024-07-19 17:02:00,2,61.7,123.4,Beauty,France
INV000416,CUST0131,2024-07-20 00:15:00,2,78.65,157.3,Clothing,Spain
INV001022,CUST0015,2024-07-20 00:25:00,1,57.17,57.17,Beauty,United Kingdom
INV001770,CUST0191,2024-07-20 03:50:00,1,47.51,47.51,Electronics,Spain
INV000147,CUST0189,2024-07-20 07:47:00,1,59.71,59.71,Beauty,France
INV001944,CUST0027,2024-07-20 10:35:00,2,48.13,96.26,Home & Kitchen,Spain
INV002567,CUST0170,2024-07-20 11:02:00,1,75.88,75.88,Electronics,Netherlands
INV002418,CUST0143,2024-07-20 15:11:00,1,121.69,121.69,Beauty,Germany
INV000255,CUST0196,2024-07-21 05:21:00,2,74.24,148.48,Clothing,United Kingdom
INV001011,CUST0097,2024-07-21 08:03:00,2,46.52,93.04,Electronics,United Kingdom
INV000960,CUST0097,2024-07-21 11:38:00,1,55.82,55.82,Clothing,Germany
INV001851,CUST0050,2024-07-21 17:24:00,2,19.87,39.74,Clothing,France
INV000192,CUST0180,2024-07-21 20:01:00,2,55.35,110.7,Home & Kitchen,United Kingdom
INV002226,CUST0168,2024-07-22 00:59:00,1,50.94,50.94,Sports,Spain
INV002535,CUST0189,2024-07-22 07:32:00,2,76.43,152.86,Clothing,United Kingdom
INV000410,CUST0200,2024-07-22 11:33:00,11,47.89,526.79,Beauty,United Kingdom
INV002337,CUST0096,2024-07-22 13:25:00,1,105.04,105.04,Sports,United Kingdom
INV000743,CUST0238,2024-07-22 16:47:00,2,62.6,125.2,Electronics,France
INV002069,CUST0178,2024-07-22 21:49:00,1,66.13,66.13,Clothing,United Kingdom
INV000236,CUST0012,2024-07-23 01:58:00,10,326.1,3261.0,Beauty,France
INV000882,CUST0248,2024-07-23 11:26:00,13,256.39,3333.07,Home & Kitchen,Germany
INV002253,CUST0057,2024-07-23 19:01:00,1,61.3,61.3,Home & Kitchen,United Kingdom
INV000230,CUST0168,2024-07-24 08:53:00,1,40.21,40.21,Clothing,United Kingdom
INV001295,CUST0037,2024-07-24 19:05:00,3,88.64,265.92,Clothing,France
INV001540,CUST0215,2024-07-24 20:51:00,5,77.81,389.05,Beauty,Germany
INV002891,CUST0080,2024-07-24 23:40:00,1,22.06,22.06,Electronics,Spain
INV001953,CUST0181,2024-07-24 23:41:00,1,83.53,83.53,Home & Kitchen,France
INV002139,CUST0049,2024-07-25 04:04:00,1,98.78,98.78,Beauty,Germany
INV002556,CUST0214,2024-07-25 05:34:00,1,67.59,67.59,Beauty,United Kingdom
INV002036,CUST0154,2024-07-25 23:27:00,2,52.56,105.12,Clothing,United Kingdom
INV002700,CUST0249,2024-07-26 00:10:00,6,273.45,1640.7,Home & Kitchen,United Kingdom
INV001233,CUST0216,2024-07-26 07:55:00,3,55.75,167.25,Beauty,France
INV001071,CUST0133,2024-07-26 13:17:00,2,17.31,34.62,Clothing,United Kingdom
INV002792,CUST0206,2024-07-26 16:39:00,2,57.31,114.62,Home & Kitchen,United Kingdom
INV000745,CUST0239,2024-07-26 16:48:00,4,39.96,159.84,Clothing,United Kingdom
INV002120,CUST0150,2024-07-26 17:49:00,4,58.73,234.92,Home & Kitchen,Germany
INV000666,CUST0184,2024-07-26 22:20:00,5,66.61,333.05,Beauty,France
INV002431,CUST0224,2024-07-26 23:40:00,3,55.9,167.7,Sports,United Kingdom
INV001270,CUST0161,2024-07-27 04:08:00,1,79.91,79.91,Electronics,Germany
INV002019,CUST0092,2024-07-27 10:37:00,2,110.52,221.04,Home & Kitchen,United Kingdom
INV000819,CUST0152,2024-07-27 16:13:00,1,75.22,75.22,Electronics,United Kingdom
INV001942,CUST0008,2024-07-27 20:23:00,3,110.73,332.19,Beauty,United Kingdom
INV000188,CUST0246,2024-07-28 00:56:00,7,308.88,2162.16,Sports,United Kingdom
INV002059,CUST0006,2024-07-28 02:02:00,2,34.72,69.44,Clothing,United Kingdom
INV000916,CUST0203,2024-07-28 03:26:00,1,42.47,42.47,Electronics,United Kingdom
INV001088,CUST0214,2024-07-28 11:59:00,2,32.69,65.38,Home & Kitchen,United Kingdom
INV002445,CUST0009,2024-07-28 14:26:00,4,64.91,259.64,Clothing,United Kingdom
INV001754,CUST0147,2024-07-29 00:16:00,1,54.96,54.96,Beauty,France
INV001753,CUST0216,2024-07-29 00:47:00,2,34.64,69.28,Sports,Spain
INV000215,CUST0152,2024-07-29 03:41:00,1,53.63,53.63,Home & Kitchen,Germany
INV000333,CUST0053,2024-07-29 21:51:00,9,324.51,2920.59,Electronics,France
INV002515,CUST0002,2024-07-30 17:03:00,5,303.31,1516.55,Sports,Netherlands
INV000890,CUST0168,2024-07-30 19:30:00,2,57.18,114.36,Clothing,United Kingdom
INV001769,CUST0100,2024-07-31 00:06:00,1,39.23,39.23,Electronics,United Kingdom
INV001055,CUST0218,2024-07-31 07:05:00,3,145.44,436.32,Home & Kitchen,United Kingdom
INV000430,CUST0044,2024-07-31 09:08:00,8,203.09,1624.72,Electronics,United Kingdom
INV002384,CUST0161,2024-07-31 15:51:00,1,77.94,77.94,Clothing,United Kingdom
INV002487,CUST0036,2024-07-31 17:28:00,9,159.5,1435.5,Clothing,United Kingdom
INV000849,CUST0203,2024-07-31 22:40:00,1,37.96,37.96,Home & Kitchen,United Kingdom
INV001124,CUST0075,2024-08-01 01:32:00,6,149.0,894.0,Clothing,France
INV001696,CUST0011,2024-08-01 03:31:00,2,22.86,45.72,Electronics,United Kingdom
INV002345,CUST0055,2024-08-01 03:48:00,1,54.74,54.74,Electronics,France
INV000054,CUST0008,2024-08-01 03:57:00,4,162.76,651.04,Home & Kitchen,United Kingdom
INV000799,CUST0059,2024-08-01 06:35:00,1,48.59,48.59,Home & Kitchen,United Kingdom
INV000504,CUST0082,2024-08-01 07:30:00,2,32.89,65.78,Clothing,France
INV000940,CUST0083,2024-08-01 14:18:00,1,67.97,67.97,Beauty,United Kingdom
INV001891,CUST0032,2024-08-01 16:08:00,1,44.25,44.25,Home & Kitchen,Germany
INV001409,CUST0246,2024-08-01 22:09:00,11,150.9,1659.9,Electronics,United Kingdom
INV000153,CUST0093,2024-08-02 04:10:00,3,105.35,316.05,Beauty,United Kingdom
INV000303,CUST0141,2024-08-02 18:41:00,3,236.23,708.69,Clothing,United Kingdom
INV001512,CUST0059,2024-08-03 00:53:00,1,52.57,52.57,Clothing,United Kingdom
INV002573,CUST0091,2024-08-03 05:34:00,1,54.29,54.29,Clothing,United Kingdom
INV002232,CUST0047,2024-08-03 17:39:00,3,54.67,164.01,Home & Kitchen,United Kingdom
INV002205,CUST0060,2024-08-04 04:53:00,2,63.49,126.98,Beauty,Germany
INV000720,CUST0180,2024-08-04 07:11:00,1,42.48,42.48,Electronics,Germany
INV002377,CUST0220,2024-08-04 23:53:00,7,114.33,800.31,Electronics,France
INV001193,CUST0078,2024-08-05 15:09:00,2,36.76,73.52,Home & Kitchen,France
INV000283,CUST0151,2024-08-05 23:43:00,8,279.01,2232.08,Electronics,United Kingdom
INV002725,CUST0212,2024-08-07 02:37:00,9,89.09,801.81,Electronics,United Kingdom
INV001735,CUST0114,2024-08-07 04:16:00,8,155.71,1245.68,Clothing,United Kingdom
INV000876,CUST0077,2024-08-08 06:11:00,3,90.6,271.8,Clothing,Netherlands
INV000219,CUST0124,2024-08-08 06:52:00,1,59.03,59.03,Clothing,United Kingdom
INV002966,CUST0052,2024-08-08 07:41:00,6,85.57,513.42,Home & Kitchen,United Kingdom
INV002258,CUST0121,2024-08-09 06:27:00,7,90.65,634.55,Sports,United Kingdom
INV000961,CUST0023,2024-08-10 01:12:00,2,70.9,141.8,Home & Kitchen,United Kingdom
INV000907,CUST0049,2024-08-10 03:51:00,2,36.95,73.9,Home & Kitchen,United Kingdom
INV002013,CUST0046,2024-08-10 03:51:00,5,160.74,803.7,Clothing,United Kingdom
INV001792,CUST0100,2024-08-10 10:51:00,2,38.53,77.06,Beauty,United Kingdom
INV001096,CUST0110,2024-08-10 20:57:00,2,60.74,121.48,Home & Kitchen,Netherlands
INV000469,CUST0204,2024-08-10 22:20:00,7,117.83,824.81,Clothing,France
INV001489,CUST0109,2024-08-11 07:58:00,1,52.11,52.11,Clothing,United Kingdom
INV000655,CUST0151,2024-08-11 13:23:00,11,155.41,1709.51,Electronics,France
INV000244,CUST0081,2024-08-11 13:30:00,7,157.29,1101.03,Beauty,United Kingdom
INV001739,CUST0062,2024-08-12 06:40:00,4,70.27,281.08,Electronics,United Kingdom
INV002259,CUST0107,2024-08-12 09:52:00,7,76.31,534.17,Electronics,Germany
INV000606,CUST0103,2024-08-12 11:24:00,1,76.41,76.41,Electronics,Spain
INV002970,CUST0227,2024-08-12 15:03:00,8,150.86,1206.88,Electronics,United Kingdom
INV001128,CUST0210,2024-08-12 17:26:00,2,71.03,142.06,Sports,Netherlands
INV001794,CUST0206,2024-08-12 21:15:00,3,41.46,124.38,Home & Kitchen,United Kingdom
INV000802,CUST0229,2024-08-12 22:13:00,6,139.24,835.44,Beauty,Germany
INV001086,CUST0040,2024-08-13 06:27:00,1,90.6,90.6,Electronics,United Kingdom
INV001051,CUST0090,2024-08-13 19:07:00,2,85.54,171.08,Clothing,United Kingdom
INV002898,CUST0017,2024-08-13 22:35:00,1,107.89,107.89,Electronics,United Kingdom
INV001709,CUST0009,2024-08-14 04:31:00,6,75.78,454.68,Electronics,United Kingdom
INV001214,CUST0010,2024-08-14 06:06:00,9,88.42,795.78,Electronics,France
INV002039,CUST0194,2024-08-14 13:52:00,3,60.7,182.1,Electronics,Netherlands
INV000902,CUST0038,2024-08-14 17:06:00,2,49.03,98.06,Clothing,United Kingdom
INV000387,CUST0036,2024-08-14 19:18:00,4,109.49,437.96,Home & Kitchen,United Kingdom
INV002169,CUST0006,2024-08-14 22:38:00,1,32.14,32.14,Clothing,United Kingdom
INV001866,CUST0134,2024-08-14 22:53:00,4,43.01,172.04,Home & Kitchen,United Kingdom
INV001481,CUST0025,2024-08-15 10:48:00,1,57.5,57.5,Clothing,Netherlands
INV001588,CUST0010,2024-08-15 13:41:00,5,73.76,368.8,Beauty,United Kingdom
INV002673,CUST0044,2024-08-15 13:43:00,7,265.54,1858.78,Home & Kitchen,United Kingdom
INV002162,CUST0117,2024-08-15 22:49:00,4,149.42,597.68,Clothing,United Kingdom
INV002190,CUST0222,2024-08-16 03:32:00,5,31.66,158.3,Beauty,United Kingdom
INV002029,CUST0033,2024-08-16 06:04:00,1,44.8,44.8,Electronics,United Kingdom
INV001149,CUST0063,2024-08-16 08:48:00,1,82.75,82.75,Home & Kitchen,United Kingdom
INV000664,CUST0104,2024-08-16 19:40:00,2,69.62,139.24,Beauty,Germany
INV001684,CUST0227,2024-08-17 02:23:00,8,187.09,1496.72,Electronics,United Kingdom
INV000846,CUST0185,2024-08-17 11:12:00,3,107.96,323.88,Clothing,United Kingdom
INV001903,CUST0184,2024-08-17 13:24:00,8,150.9,1207.2,Home & Kitchen,United Kingdom
INV001290,CUST0215,2024-08-17 20:00:00,6,169.29,1015.74,Sports,United Kingdom
INV000181,CUST0100,2024-08-18 02:46:00,1,47.66,47.66,Sports,United Kingdom
INV000447,CUST0146,2024-08-18 02:50:00,1,41.96,41.96,Clothing,United Kingdom
INV001797,CUST0012,2024-08-18 04:09:00,10,219.8,2198.0,Home & Kitchen,United Kingdom
INV000247,CUST0093,2024-08-18 06:21:00,6,124.87,749.22,Home & Kitchen,Spain
INV002268,CUST0044,2024-08-18 07:17:00,8,191.2,1529.6,Home & Kitchen,United Kingdom
INV000818,CUST0095,2024-08-18 17:30:00,6,152.04,912.24,Electronics,United Kingdom
INV000552,CUST0023,2024-08-19 03:39:00,5,77.61,388.05,Electronics,United Kingdom
INV002852,CUST0020,2024-08-19 09:58:00,2,74.74,149.48,Clothing,Spain
INV001707,CUST0076,2024-08-19 21:11:00,3,149.41,448.23,Electronics,France
INV002073,CUST0062,2024-08-20 06:00:00,1,114.68,114.68,Electronics,Netherlands
INV002160,CUST0164,2024-08-20 06:12:00,4,65.04,260.16,Beauty,Spain
INV001955,CUST0060,2024-08-20 13:19:00,2,66.21,132.42,Electronics,United Kingdom
INV001933,CUST0208,2024-08-20 21:21:00,8,160.36,1282.88,Clothing,Germany
INV002420,CUST0076,2024-08-21 01:18:00,6,170.08,1020.48,Sports,United Kingdom
INV001924,CUST0163,2024-08-21 09:55:00,1,34.82,34.82,Clothing,United Kingdom
INV002466,CUST0015,2024-08-21 10:55:00,2,40.14,80.28,Home & Kitchen,United Kingdom
INV002591,CUST0069,2024-08-21 12:10:00,1,44.78,44.78,Clothing,United Kingdom
INV001772,CUST0166,2024-08-22 04:20:00,1,114.74,114.74,Home & Kitchen,United Kingdom
INV002280,CUST0201,2024-08-22 10:16:00,1,68.12,68.12,Clothing,United Kingdom
INV001662,CUST0005,2024-08-22 14:16:00,2,56.15,112.3,Home & Kitchen,Germany
INV002624,CUST0118,2024-08-22 16:51:00,3,37.51,112.53,Electronics,Spain
INV001803,CUST0155,2024-08-23 00:13:00,5,242.88,1214.4,Clothing,Germany
INV000744,CUST0107,2024-08-23 00:24:00,4,72.32,289.28,Electronics,United Kingdom
INV001790,CUST0159,2024-08-23 02:29:00,1,26.26,26.26,Electronics,Germany
INV000449,CUST0233,2024-08-23 03:41:00,1,75.89,75.89,Home & Kitchen,Germany
INV000562,CUST0201,2024-08-23 12:20:00,5,53.27,266.35,Beauty,United Kingdom
INV000576,CUST0095,2024-08-23 13:31:00,7,87.57,612.99,Electronics,United Kingdom
INV000398,CUST0019,2024-08-23 23:29:00,2,69.14,138.28,Clothing,Germany
INV000075,CUST0150,2024-08-24 06:27:00,4,44.84,179.36,Home & Kitchen,Spain
INV000724,CUST0056,2024-08-24 07:05:00,8,336.59,2692.72,Sports,United Kingdom
INV000629,CUST0051,2024-08-24 11:59:00,9,266.82,2401.38,Sports,Spain
INV000271,CUST0152,2024-08-24 12:58:00,1,50.72,50.72,Electronics,France
INV001267,CUST0007,2024-08-24 22:05:00,1,42.97,42.97,Beauty,France
INV002156,CUST0177,2024-08-25 02:09:00,4,132.25,529.0,Clothing,United Kingdom
INV000663,CUST0132,2024-08-26 09:37:00,1,21.67,21.67,Clothing,Netherlands
INV001635,CUST0077,2024-08-26 23:16:00,6,86.22,517.32,Beauty,Germany
INV001831,CUST0022,2024-08-27 07:17:00,3,47.42,142.26,Electronics,Netherlands
INV001427,CUST0201,2024-08-27 14:26:00,2,83.15,166.3,Clothing,Spain
INV002933,CUST0149,2024-08-27 16:50:00,2,53.07,106.14,Home & Kitchen,Germany
INV001065,CUST0171,2024-08-27 18:18:00,2,145.63,291.26,Home & Kitchen,United Kingdom
INV000144,CUST0117,2024-08-28 00:42:00,10,125.65,1256.5,Home & Kitchen,United Kingdom
INV000748,CUST0250,2024-08-28 01:00:00,2,138.6,277.2,Beauty,Spain
INV001718,CUST0124,2024-08-28 04:00:00,2,38.34,76.68,Clothing,United Kingdom
INV000956,CUST0032,2024-08-28 06:58:00,1,55.82,55.82,Clothing,Germany
INV002317,CUST0172,2024-08-28 14:48:00,1,45.59,45.59,Beauty,Germany
INV000792,CUST0006,2024-08-28 17:44:00,2,46.19,92.38,Sports,United Kingdom
INV002284,CUST0029,2024-08-29 01:34:00,3,59.78,179.34,Sports,United Kingdom
INV002204,CUST0246,2024-08-29 04:37:00,13,238.64,3102.32,Electronics,Germany
INV000957,CUST0179,2024-08-29 12:13:00,8,201.73,1613.84,Beauty,United Kingdom
INV001970,CUST0009,2024-08-29 16:41:00,1,70.52,70.52,Clothing,France
INV001935,CUST0072,2024-08-29 19:30:00,1,38.6,38.6,Beauty,Spain
INV001450,CUST0222,2024-08-30 13:48:00,5,54.7,273.5,Electronics,United Kingdom
INV002993,CUST0010,2024-08-31 06:44:00,4,150.36,601.44,Home & Kitchen,United Kingdom
INV000260,CUST0075,2024-08-31 11:07:00,3,109.06,327.18,Clothing,Netherlands
INV001868,CUST0079,2024-08-31 23:22:00,1,86.7,86.7,Home & Kitchen,United Kingdom
INV002178,CUST0131,2024-09-01 03:32:00,3,98.01,294.03,Home & Kitchen,United Kingdom
INV002089,CUST0188,2024-09-01 07:13:00,2,51.44,102.88,Sports,United Kingdom
INV000285,CUST0224,2024-09-01 10:44:00,1,59.74,59.74,Clothing,United Kingdom
INV002733,CUST0084,2024-09-01 21:59:00,3,26.35,79.05,Sports,Spain
INV002032,CUST0158,2024-09-01 23:59:00,1,83.89,83.89,Sports,Germany
INV002886,CUST0156,2024-09-02 04:12:00,1,42.83,42.83,Home & Kitchen,Spain
INV000982,CUST0179,2024-09-02 06:14:00,11,110.94,1220.34,Clothing,United Kingdom
INV000246,CUST0008,2024-09-02 09:02:00,6,112.09,672.54,Clothing,Germany
INV001288,CUST0130,2024-09-02 14:37:00,4,61.3,245.2,Home & Kitchen,Spain
INV002626,CUST0167,2024-09-02 14:49:00,5,60.23,301.15,Electronics,Spain
INV000376,CUST0136,2024-09-02 19:04:00,3,61.68,185.04,Clothing,Germany
INV000279,CUST0241,2024-09-03 02:31:00,9,205.71,1851.39,Home & Kitchen,United Kingdom
INV001509,CUST0176,2024-09-03 09:39:00,1,17.23,17.23,Beauty,Germany
INV000119,CUST0058,2024-09-03 17:14:00,1,38.57,38.57,Electronics,United Kingdom
INV000057,CUST0142,2024-09-03 20:07:00,3,34.2,102.6,Home & Kitchen,United Kingdom
INV002010,CUST0145,2024-09-04 01:15:00,1,95.64,95.64,Clothing,United Kingdom
INV001186,CUST0221,2024-09-04 04:42:00,10,87.94,879.4,Sports,United Kingdom
INV002338,CUST0102,2024-09-05 09:42:00,1,60.58,60.58,Beauty,United Kingdom
INV002885,CUST0073,2024-09-06 02:06:00,1,26.81,26.81,Electronics,United Kingdom
INV002023,CUST0168,2024-09-06 05:36:00,4,37.66,150.64,Home & Kitchen,France
INV002025,CUST0242,2024-09-06 06:42:00,8,250.82,2006.56,Sports,Spain
INV002709,CUST0012,2024-09-06 08:59:00,7,199.89,1399.23,Sports,United Kingdom
INV002392,CUST0159,2024-09-06 10:30:00,1,30.7,30.7,Clothing,Netherlands
INV001208,CUST0008,2024-09-06 13:04:00,3,166.38,499.14,Home & Kitchen,United Kingdom
INV000647,CUST0126,2024-09-06 18:05:00,1,46.95,46.95,Sports,United Kingdom
INV001401,CUST0039,2024-09-06 20:44:00,4,160.44,641.76,Clothing,Netherlands
INV000968,CUST0239,2024-09-07 00:33:00,1,76.56,76.56,Electronics,United Kingdom
INV002648,CUST0131,2024-09-07 01:18:00,4,71.33,285.32,Clothing,Germany
INV001936,CUST0060,2024-09-07 04:25:00,4,105.91,423.64,Sports,United Kingdom
INV000452,CUST0143,2024-09-07 11:01:00,1,69.36,69.36,Clothing,United Kingdom
INV001365,CUST0134,2024-09-07 20:21:00,2,63.92,127.84,Clothing,United Kingdom
INV000572,CUST0232,2024-09-08 02:01:00,4,45.27,181.08,Sports,United Kingdom
INV000378,CUST0109,2024-09-08 07:02:00,1,60.48,60.48,Beauty,United Kingdom
INV001034,CUST0115,2024-09-08 17:52:00,2,81.29,162.58,Beauty,Netherlands
INV002472,CUST0242,2024-09-08 22:30:00,9,315.42,2838.78,Electronics,France
INV002711,CUST0144,2024-09-09 11:01:00,5,69.62,348.1,Electronics,France
INV000587,CUST0012,2024-09-09 16:13:00,7,157.98,1105.86,Electronics,Spain
INV002012,CUST0121,2024-09-10 02:22:00,11,160.9,1769.9,Electronics,Spain
INV000433,CUST0173,2024-09-10 04:47:00,4,87.92,351.68,Sports,United Kingdom
INV000760,CUST0185,2024-09-10 16:08:00,2,98.6,197.2,Sports,United Kingdom
INV000558,CUST0083,2024-09-10 22:32:00,1,78.93,78.93,Electronics,Spain
INV002540,CUST0196,2024-09-11 05:25:00,1,89.55,89.55,Home & Kitchen,United Kingdom
INV001066,CUST0204,2024-09-11 06:19:00,5,85.11,425.55,Clothing,United Kingdom
